course_code,language,country_code,website,course_name,course_document_path,course_link,result_blog_dict,results_product_dict,inspiration_blog_dict
HHP,Dutch,nl,nl.scholistico,Holistic Health,courses/HHP,,"{
  
  ""holistische-gezondheidscertificering"": ""https://nl.scholistico.com/holistische-gezondheidscertificering/"",
  ""tips-en-trucs-voor-betere-telepathie"": ""https://nl.scholistico.com/tips-en-trucs-voor-betere-telepathie/"",
  ""8-wellness-beroepen-voor-carriereswitch"": ""https://nl.scholistico.com/8-wellness-beroepen-voor-carriereswitch/"",
  ""waarom-de-keuze-voor-een-geaccrediteerde-online-cursus-voor-holistische-practitioners"": ""https://nl.scholistico.com/waarom-de-keuze-voor-een-geaccrediteerde-online-cursus-voor-holistische-practitioners/"",
  ""top-10-manieren-om-stress-te-verminderen-2"": ""https://nl.scholistico.com/top-10-manieren-om-stress-te-verminderen-2/"",
  ""overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg-2"": ""https://nl.scholistico.com/overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg-2/"",
}",{},"{
  
  ""holistische-gezondheidscertificering"": ""https://nl.scholistico.com/holistische-gezondheidscertificering/"",
  ""tips-en-trucs-voor-betere-telepathie"": ""https://nl.scholistico.com/tips-en-trucs-voor-betere-telepathie/"",
  ""8-wellness-beroepen-voor-carriereswitch"": ""https://nl.scholistico.com/8-wellness-beroepen-voor-carriereswitch/"",
  ""waarom-de-keuze-voor-een-geaccrediteerde-online-cursus-voor-holistische-practitioners"": ""https://nl.scholistico.com/waarom-de-keuze-voor-een-geaccrediteerde-online-cursus-voor-holistische-practitioners/"",
  ""top-10-manieren-om-stress-te-verminderen-2"": ""https://nl.scholistico.com/top-10-manieren-om-stress-te-verminderen-2/"",
  ""overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg-2"": ""https://nl.scholistico.com/overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg-2/"",
}"
HHP,English,en,en.scholistico,Holistic Health,courses/HHP,https://scholistico.com/product/holistic-health-practitioner-online-training-course/,{},"{
  ""holistic-health-practitioner-online-training-course"": ""https://scholistico.com/product/holistic-health-practitioner-online-training-course/"",
  ""making-a-living-in-natural-health"": ""https://scholistico.com/product/making-a-living-in-natural-health/"",
  ""introduction-to-holistic-health"": ""https://scholistico.com/product/introduction-to-holistic-health/"",
}",{}
HHP,German,de,de.scholistico,Holistic Health,courses/HHP,https://de.scholistico.com/produkt/ausbildung-zum-ganzheitlichen-gesundheitspraktiker/,{},"{
  ""ausbildung-zum-ganzheitlichen-gesundheitspraktiker"": ""https://de.scholistico.com/produkt/ausbildung-zum-ganzheitlichen-gesundheitspraktiker/"",
  ""offizielles-zertifikat-fuer-ganzheitliche-gesundheitspraktiker"": ""https://de.scholistico.com/produkt/offizielles-zertifikat-fuer-ganzheitliche-gesundheitspraktiker/"",
  ""von-natuerlicher-gesundheit-leben"": ""https://de.scholistico.com/produkt/von-natuerlicher-gesundheit-leben/"",
}",{}
HHP,Italian,it,it.scholistico,Holistic Health,courses/HHP,https://it.scholistico.com/prodotto/certificazione-in-operatore-sanitario-olistico/,{},"{
  ""certificazione-in-operatore-sanitario-olistico"": ""https://it.scholistico.com/prodotto/certificazione-in-operatore-sanitario-olistico/"",
}",{}
HHP,Spanish,es,es.scholistico,Holistic Health,courses/HHP,https://es.scholistico.com/producto/curso-de-certificacion-practicante-de-salud-holistica/,{},"{
  ""curso-de-certificacion-practicante-de-salud-holistica"": ""https://es.scholistico.com/producto/curso-de-certificacion-practicante-de-salud-holistica/"",
  ""certificado-oficial-del-curso-de-formacion-para-practicante-de-la-salud-holistica"": ""https://es.scholistico.com/producto/certificado-oficial-del-curso-de-formacion-para-practicante-de-la-salud-holistica/"",
  ""ganarse-la-vida-a-traves-de-la-salud-natural"": ""https://es.scholistico.com/producto/ganarse-la-vida-a-traves-de-la-salud-natural/"",
}",{}
HNC,Dutch,nl,nl.scholistico,Nutrition,courses/HNC,,"{
  ""holistische-voedingsconsulent-certificering"": ""https://nl.scholistico.com/holistische-voedingsconsulent-certificering/"",
}",{},"{
  ""holistische-voedingsconsulent-certificering"": ""https://nl.scholistico.com/holistische-voedingsconsulent-certificering/"",
}"
HNC,English,en,en.scholistico,Nutrition,courses/HNC,https://scholistico.com/product/holistic-nutrition-consultant-training-course/,{},"{
  ""holistic-nutrition-consultant-training-course"": ""https://scholistico.com/product/holistic-nutrition-consultant-training-course/"",
  ""introduction-to-holistic-nutrition"": ""https://scholistico.com/product/introduction-to-holistic-nutrition/"",
  ""official-certificate-for-holistic-nutrition-consultant-training-course"": ""https://scholistico.com/product/official-certificate-for-holistic-nutrition-consultant-training-course/"",
  ""50-holistic-nutrition-recipes-book"": ""https://scholistico.com/product/50-holistic-nutrition-recipes-book/"",
}",{}
HNC,German,de,de.scholistico,Nutrition,courses/HNC,https://de.scholistico.com/produkt/ausbildung-zum-ganzheitlichen-ernaehrungsberater/,{},"{
  ""ausbildung-zum-ganzheitlichen-ernaehrungsberater"": ""https://de.scholistico.com/produkt/ausbildung-zum-ganzheitlichen-ernaehrungsberater/"",
  ""offizielles-zertifikat-zum-ganzheitlichen-ernaehrungsberater"": ""https://de.scholistico.com/produkt/offizielles-zertifikat-zum-ganzheitlichen-ernaehrungsberater/"",
  ""ueber-50-ganzheitliche-ernaehrungsrezepte-einfach-zuzubereitende-ganzheitliche-rezepte-zum-fruehstueck-mittag-und-abendessen"": ""https://de.scholistico.com/produkt/ueber-50-ganzheitliche-ernaehrungsrezepte-einfach-zuzubereitende-ganzheitliche-rezepte-zum-fruehstueck-mittag-und-abendessen/"",
}",{}
HNC,Italian,it,it.scholistico,Nutrition,courses/HNC,https://it.scholistico.com/prodotto/certificazione-in-nutrizione-olistica/,{},"{
  ""certificazione-in-nutrizione-olistica"": ""https://it.scholistico.com/prodotto/certificazione-in-nutrizione-olistica/"",
  ""oltre-50-ricette-di-nutrizione-olistica-ricette-olistiche-facili-da-preparare-per-colazione-pranzo-e-cena"": ""https://it.scholistico.com/prodotto/oltre-50-ricette-di-nutrizione-olistica-ricette-olistiche-facili-da-preparare-per-colazione-pranzo-e-cena/"",

}",{}
HNC,Spanish,es,es.scholistico,Nutrition,courses/HNC,https://es.scholistico.com/producto/curso-de-certificacion-consultor-en-nutricion-holistica/,{},"{
  ""curso-de-certificacion-consultor-en-nutricion-holistica"": ""https://es.scholistico.com/producto/curso-de-certificacion-consultor-en-nutricion-holistica/"",
  ""official-certificate-for-holistic-nutrition-consultant-training-course"": ""https://es.scholistico.com/producto/official-certificate-for-holistic-nutrition-consultant-training-course/"",
  ""mas-de-50-recetas-de-nutricion-holistica-recetas-holisticas"": ""https://es.scholistico.com/producto/mas-de-50-recetas-de-nutricion-holistica-recetas-holisticas/"",
}",{}
MT,Dutch,nl,nl.scholistico,Movement Therapy,courses/MT,,{},{},{}
MT,English,en,en.scholistico,Movement Therapy,courses/MT,https://scholistico.com/product/introduction-to-movement-therapy/,{},"{
  ""introduction-to-movement-therapy"": ""https://scholistico.com/product/introduction-to-movement-therapy/"",
  ""movement-therapy-practitioner-certification-course"": ""https://scholistico.com/product/movement-therapy-practitioner-certification-course/"",
}",{}
MT,German,de,de.scholistico,Movement Therapy,courses/MT,,{},{},{}
MT,Italian,it,it.scholistico,Movement Therapy,courses/MT,,{},{},{}
MT,Spanish,es,es.scholistico,Movement Therapy,courses/MT,,{},{},{}
NAT,Dutch,nl,nl.scholistico,Naturopathy,courses/NAT,,"{
  ""4-natuurlijke-huismiddeltjes"": ""https://nl.scholistico.com/4-natuurlijke-huismiddeltjes/"",
  ""natuurgeneeskundig-practitioner-7-redenen"": ""https://nl.scholistico.com/natuurgeneeskundig-practitioner-7-redenen/"",
  ""natuurlijke-huismiddeltjes-voor-spijsvertering"": ""https://nl.scholistico.com/natuurlijke-huismiddeltjes-voor-spijsvertering/"",
  ""ontdek-de-kernprincipes-van-natuurgeneeskunde"": ""https://nl.scholistico.com/ontdek-de-kernprincipes-van-natuurgeneeskunde/"",
  ""natuurgeneeskundige-certificering"": ""https://nl.scholistico.com/natuurgeneeskundige-certificering/"",
  ""verschillen-tussen-een-natuurgeneeskundig-practitioner-en-een-natuurgeneeskundig-arts"": ""https://nl.scholistico.com/verschillen-tussen-een-natuurgeneeskundig-practitioner-en-een-natuurgeneeskundig-arts/"",
  ""natuurlijke-supplementen-gezondheid-2"": ""https://nl.scholistico.com/natuurlijke-supplementen-gezondheid-2/"",
  ""natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde-2"": ""https://nl.scholistico.com/natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde-2/"",
  ""10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden-2"": ""https://nl.scholistico.com/10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden-2/"",
  ""natuurlijke-supplementen-gezondheid"": ""https://nl.scholistico.com/natuurlijke-supplementen-gezondheid/"",
  ""huismiddeltjes-tegen-leververvetting"": ""https://nl.scholistico.com/huismiddeltjes-tegen-leververvetting/"",
  ""manieren-alternatieve-geneeskunde-tegen-katers-te-gebruiken"": ""https://nl.scholistico.com/manieren-alternatieve-geneeskunde-tegen-katers-te-gebruiken/"",
  ""natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde"": ""https://nl.scholistico.com/natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde/"",
  ""overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg"": ""https://nl.scholistico.com/overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg/"",
  ""10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden"": ""https://nl.scholistico.com/10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden/"",
}",{},"{
  ""4-natuurlijke-huismiddeltjes"": ""https://nl.scholistico.com/4-natuurlijke-huismiddeltjes/"",
  ""natuurgeneeskundig-practitioner-7-redenen"": ""https://nl.scholistico.com/natuurgeneeskundig-practitioner-7-redenen/"",
  ""natuurlijke-huismiddeltjes-voor-spijsvertering"": ""https://nl.scholistico.com/natuurlijke-huismiddeltjes-voor-spijsvertering/"",
  ""ontdek-de-kernprincipes-van-natuurgeneeskunde"": ""https://nl.scholistico.com/ontdek-de-kernprincipes-van-natuurgeneeskunde/"",
  ""natuurgeneeskundige-certificering"": ""https://nl.scholistico.com/natuurgeneeskundige-certificering/"",
  ""verschillen-tussen-een-natuurgeneeskundig-practitioner-en-een-natuurgeneeskundig-arts"": ""https://nl.scholistico.com/verschillen-tussen-een-natuurgeneeskundig-practitioner-en-een-natuurgeneeskundig-arts/"",
  ""natuurlijke-supplementen-gezondheid-2"": ""https://nl.scholistico.com/natuurlijke-supplementen-gezondheid-2/"",
  ""natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde-2"": ""https://nl.scholistico.com/natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde-2/"",
  ""10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden-2"": ""https://nl.scholistico.com/10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden-2/"",
  ""natuurlijke-supplementen-gezondheid"": ""https://nl.scholistico.com/natuurlijke-supplementen-gezondheid/"",
  ""huismiddeltjes-tegen-leververvetting"": ""https://nl.scholistico.com/huismiddeltjes-tegen-leververvetting/"",
  ""manieren-alternatieve-geneeskunde-tegen-katers-te-gebruiken"": ""https://nl.scholistico.com/manieren-alternatieve-geneeskunde-tegen-katers-te-gebruiken/"",
  ""natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde"": ""https://nl.scholistico.com/natuurlijke-verlichting-van-pijn-krijgen-door-natuurgeneeskunde/"",
  ""overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg"": ""https://nl.scholistico.com/overweeg-je-een-carriere-in-de-natuurlijke-gezondheidszorg/"",
  ""10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden"": ""https://nl.scholistico.com/10-natuurgeneeskundige-behandelingen-voor-specifieke-gezondheidstoestanden/"",
}"
NAT,English,en,en.scholistico,Naturopathy,courses/NAT,https://scholistico.com/product/naturopathy-practitioner-training-course/,{},"{
  ""naturopathy-practitioner-training-course"": ""https://scholistico.com/product/naturopathy-practitioner-training-course/"",
  ""introduction-to-naturopathy"": ""https://scholistico.com/product/introduction-to-naturopathy/"",
  ""50-natural-home-remedies-a-curated-collection-of-simple-remedies-for-all"": ""https://scholistico.com/product/50-natural-home-remedies-a-curated-collection-of-simple-remedies-for-all/"",
}",{}
NAT,German,de,de.scholistico,Naturopathy,courses/NAT,https://de.scholistico.com/produkt/ausbildung-zum-naturheilpraktiker/,{},"{
  ""ausbildung-zum-naturheilpraktiker"": ""https://de.scholistico.com/produkt/ausbildung-zum-naturheilpraktiker/"",
  ""offizielles-zertifikat-fuer-die-ausbildung-zum-naturheilpraktiker"": ""https://de.scholistico.com/produkt/offizielles-zertifikat-fuer-die-ausbildung-zum-naturheilpraktiker/"",
  ""ueber-50-natuerliche-hausmittel-eine-ausgewaehlte-sammlung-von-einfachen-heilmitteln-fuer-alle"": ""https://de.scholistico.com/produkt/ueber-50-natuerliche-hausmittel-eine-ausgewaehlte-sammlung-von-einfachen-heilmitteln-fuer-alle/"",
}",{}
